receipt_no,title,category,department,assignee,status,priority,channel,region,satisfaction,received_at,due_at,completed_at
2026-102618,행정서류 재발급,행정,민원행정과,정주무관,접수,낮음,전화,과천시,,2026-05-01 09:29:16,2026-05-04 09:29:16,
2026-102665,장애인 편의 요청,복지,사회복지과,이주무관,완료,높음,방문,군포시,5,2026-05-01 09:35:06,2026-05-07 09:35:06,2026-05-02 09:35:06
2026-102773,행정서류 재발급,행정,민원행정과,최주무관,완료,높음,온라인,양주시,4,2026-05-01 09:43:19,2026-05-04 09:43:19,2026-05-03 09:43:19
2026-102704,불법건축물 신고,건축/주택,건축과,강주무관,완료,보통,온라인,평택시,5,2026-05-01 10:20:13,2026-05-13 10:20:13,2026-05-10 10:20:13
2026-102522,건축허가 문의,건축/주택,건축과,조주무관,처리중,높음,방문,의정부시,,2026-05-01 11:25:27,2026-05-13 11:25:27,
2026-102860,행정서류 재발급,행정,민원행정과,최주무관,완료,보통,온라인,안산시,4,2026-05-01 11:46:16,2026-05-04 11:46:16,2026-05-04 11:46:16
2026-103033,건축허가 문의,건축/주택,건축과,윤주무관,완료,보통,온라인,광주시,5,2026-05-01 13:02:32,2026-05-13 13:02:32,2026-05-09 13:02:32
2026-101481,불법 주정차 신고,도로/교통,도로관리과,최주무관,처리중,보통,이메일,수원시,,2026-05-01 14:06:15,2026-05-08 14:06:15,
2026-100457,소음 공해 민원,환경,환경관리과,이주무관,완료,보통,이메일,수원시,5,2026-05-01 14:09:46,2026-05-10 14:09:46,2026-05-17 14:09:46
2026-101067,신호등 고장 신고,도로/교통,도로관리과,이주무관,처리중,보통,방문,수원시,,2026-05-01 14:14:04,2026-05-08 14:14:04,
2026-103188,악취 발생 신고,환경,환경관리과,박주무관,완료,낮음,방문,가평군,3,2026-05-01 15:34:28,2026-05-10 15:34:28,2026-05-13 15:34:28
2026-100977,민원처리 지연 항의,행정,민원행정과,강주무관,완료,높음,전화,수원시,4,2026-05-01 15:37:48,2026-05-04 15:37:48,2026-05-06 15:37:48
2026-100676,증명서 발급 문의,행정,민원행정과,조주무관,완료,보통,방문,고양시,3,2026-05-01 15:39:05,2026-05-04 15:39:05,2026-05-02 15:39:05
2026-100283,화재위험 신고,안전,안전총괄과,박주무관,접수,보통,온라인,과천시,,2026-05-01 15:46:51,2026-05-09 15:46:51,
2026-102896,노인돌봄 신청,복지,사회복지과,윤주무관,처리중,보통,온라인,이천시,,2026-05-01 16:21:44,2026-05-07 16:21:44,
2026-103064,소음 공해 민원,환경,환경관리과,김주무관,완료,보통,이메일,하남시,,2026-05-01 16:24:51,2026-05-10 16:24:51,2026-05-10 16:24:51
2026-101272,신호등 고장 신고,도로/교통,도로관리과,윤주무관,완료,높음,온라인,용인시,3,2026-05-01 16:33:59,2026-05-08 16:33:59,2026-05-02 16:33:59
2026-100878,행정서류 재발급,행정,민원행정과,윤주무관,처리중,높음,전화,수원시,,2026-05-01 16:54:11,2026-05-04 16:54:11,
2026-100136,쓰레기 무단투기,환경,환경관리과,김주무관,완료,보통,전화,구리시,5,2026-05-01 17:49:35,2026-05-10 17:49:35,2026-05-13 17:49:35
2026-102264,악취 발생 신고,환경,환경관리과,최주무관,처리중,낮음,이메일,수원시,,2026-05-01 18:14:26,2026-05-10 18:14:26,
2026-103320,불법 주정차 신고,도로/교통,도로관리과,김주무관,완료,보통,온라인,성남시,4,2026-05-01 21:56:11,2026-05-08 21:56:11,2026-05-07 21:56:11
2026-101973,신호등 고장 신고,도로/교통,도로관리과,강주무관,완료,보통,방문,남양주시,3,2026-05-02 07:08:24,2026-05-09 07:08:24,2026-05-14 07:08:24
2026-103071,악취 발생 신고,환경,환경관리과,조주무관,완료,높음,온라인,광주시,,2026-05-02 11:43:37,2026-05-11 11:43:37,2026-05-13 11:43:37
2026-100602,악취 발생 신고,환경,환경관리과,최주무관,완료,보통,방문,화성시,5,2026-05-02 12:15:51,2026-05-11 12:15:51,2026-05-16 12:15:51
2026-103091,장애인 편의 요청,복지,사회복지과,조주무관,완료,보통,이메일,안성시,4,2026-05-02 12:24:23,2026-05-08 12:24:23,2026-05-07 12:24:23
2026-101008,노인돌봄 신청,복지,사회복지과,강주무관,완료,보통,온라인,양주시,3,2026-05-02 12:37:46,2026-05-08 12:37:46,2026-05-09 12:37:46
2026-102969,신호등 고장 신고,도로/교통,도로관리과,강주무관,완료,높음,방문,수원시,,2026-05-02 12:44:21,2026-05-09 12:44:21,2026-05-08 12:44:21
2026-100090,불법건축물 신고,건축/주택,건축과,윤주무관,완료,보통,온라인,안양시,4,2026-05-02 12:47:04,2026-05-14 12:47:04,2026-05-14 12:47:04
2026-103346,도로 파손 신고,도로/교통,도로관리과,최주무관,완료,보통,방문,양평군,4,2026-05-02 13:19:39,2026-05-09 13:19:39,2026-05-04 13:19:39
2026-103113,불법 주정차 신고,도로/교통,도로관리과,최주무관,완료,낮음,온라인,양주시,,2026-05-02 15:04:11,2026-05-09 15:04:11,2026-05-12 15:04:11
2026-103950,불법 주정차 신고,도로/교통,도로관리과,김주무관,완료,보통,온라인,용인시,3,2026-05-02 17:50:06,2026-05-09 17:50:06,2026-05-06 17:50:06
2026-102161,불법건축물 신고,건축/주택,건축과,강주무관,완료,보통,전화,하남시,5,2026-05-04 09:22:05,2026-05-16 09:22:05,2026-05-12 09:22:05
2026-102479,쓰레기 무단투기,환경,환경관리과,정주무관,완료,보통,온라인,이천시,5,2026-05-04 10:32:19,2026-05-13 10:32:19,2026-05-05 10:32:19
2026-101889,악취 발생 신고,환경,환경관리과,윤주무관,완료,보통,온라인,용인시,2,2026-05-04 11:40:36,2026-05-13 11:40:36,2026-05-11 11:40:36
2026-100501,불법 주정차 신고,도로/교통,도로관리과,강주무관,완료,보통,전화,이천시,,2026-05-04 12:34:43,2026-05-11 12:34:43,2026-05-16 12:34:43
2026-101327,쓰레기 무단투기,환경,환경관리과,김주무관,완료,보통,이메일,용인시,5,2026-05-04 14:33:30,2026-05-13 14:33:30,2026-05-15 14:33:30
2026-101923,도로 파손 신고,도로/교통,도로관리과,정주무관,처리중,보통,온라인,오산시,,2026-05-04 21:25:50,2026-05-11 21:25:50,
2026-100102,문화행사 문의,문화/체육,문화체육과,박주무관,처리중,높음,온라인,부천시,,2026-05-05 01:47:27,2026-05-10 01:47:27,
2026-102959,건축허가 문의,건축/주택,건축과,조주무관,완료,보통,온라인,고양시,1,2026-05-05 08:18:25,2026-05-17 08:18:25,2026-05-20 08:18:25
2026-102972,노후축대 점검요청,안전,안전총괄과,조주무관,접수,낮음,온라인,용인시,,2026-05-05 10:29:28,2026-05-13 10:29:28,
2026-103635,화재위험 신고,안전,안전총괄과,윤주무관,완료,보통,이메일,용인시,3,2026-05-05 12:10:32,2026-05-13 12:10:32,2026-05-10 12:10:32
2026-103936,불법 주정차 신고,도로/교통,도로관리과,김주무관,완료,보통,이메일,연천군,,2026-05-05 13:36:13,2026-05-12 13:36:13,2026-05-12 13:36:13
2026-102696,건축허가 문의,건축/주택,건축과,윤주무관,완료,보통,온라인,안산시,4,2026-05-05 13:46:07,2026-05-17 13:46:07,2026-05-17 13:46:07
2026-103280,문화행사 문의,문화/체육,문화체육과,조주무관,처리중,높음,온라인,구리시,,2026-05-05 13:57:23,2026-05-10 13:57:23,
2026-100983,소음 공해 민원,환경,환경관리과,최주무관,완료,보통,방문,양주시,,2026-05-05 14:22:31,2026-05-14 14:22:31,2026-05-14 14:22:31
2026-101000,증명서 발급 문의,행정,민원행정과,강주무관,완료,높음,온라인,수원시,5,2026-05-05 14:27:25,2026-05-08 14:27:25,2026-05-10 14:27:25
2026-102720,소음 공해 민원,환경,환경관리과,김주무관,완료,보통,온라인,의정부시,5,2026-05-05 16:52:45,2026-05-14 16:52:45,2026-05-06 16:52:45
2026-100889,증명서 발급 문의,행정,민원행정과,박주무관,완료,높음,온라인,포천시,4,2026-05-06 07:26:32,2026-05-09 07:26:32,2026-05-12 07:26:32
2026-101199,복지급여 문의,복지,사회복지과,이주무관,처리중,보통,온라인,성남시,,2026-05-06 09:28:08,2026-05-12 09:28:08,
2026-101499,쓰레기 무단투기,환경,환경관리과,최주무관,완료,높음,전화,용인시,5,2026-05-06 10:24:07,2026-05-15 10:24:07,2026-05-23 10:24:07
2026-100927,쓰레기 무단투기,환경,환경관리과,윤주무관,처리중,보통,전화,화성시,,2026-05-06 10:25:24,2026-05-15 10:25:24,
2026-102382,도로 파손 신고,도로/교통,도로관리과,최주무관,완료,높음,방문,용인시,3,2026-05-06 10:28:09,2026-05-13 10:28:09,2026-05-10 10:28:09
2026-101885,노인돌봄 신청,복지,사회복지과,박주무관,처리중,보통,온라인,김포시,,2026-05-06 11:31:23,2026-05-12 11:31:23,
2026-102418,주택 누수 하자,건축/주택,건축과,정주무관,완료,보통,전화,광명시,5,2026-05-06 12:13:03,2026-05-18 12:13:03,2026-05-26 12:13:03
2026-101969,불법건축물 신고,건축/주택,건축과,이주무관,접수,보통,방문,여주시,,2026-05-06 13:48:22,2026-05-18 13:48:22,
2026-101364,쓰레기 무단투기,환경,환경관리과,최주무관,완료,보통,전화,수원시,5,2026-05-06 16:32:07,2026-05-15 16:32:07,2026-05-07 16:32:07
2026-101371,소음 공해 민원,환경,환경관리과,정주무관,완료,보통,방문,파주시,3,2026-05-07 06:37:31,2026-05-16 06:37:31,2026-05-19 06:37:31
2026-100764,복지급여 문의,복지,사회복지과,조주무관,처리중,낮음,방문,화성시,,2026-05-07 09:20:08,2026-05-13 09:20:08,
2026-103069,도서관 운영 건의,문화/체육,문화체육과,조주무관,완료,보통,온라인,성남시,5,2026-05-07 10:49:51,2026-05-12 10:49:51,2026-05-12 10:49:51
2026-100386,소음 공해 민원,환경,환경관리과,김주무관,완료,보통,방문,파주시,5,2026-05-07 11:10:50,2026-05-16 11:10:50,2026-05-12 11:10:50
2026-100406,소음 공해 민원,환경,환경관리과,강주무관,완료,높음,전화,김포시,5,2026-05-07 11:12:20,2026-05-16 11:12:20,2026-05-14 11:12:20
2026-100031,쓰레기 무단투기,환경,환경관리과,김주무관,처리중,보통,이메일,광명시,,2026-05-07 11:36:12,2026-05-16 11:36:12,
2026-100553,쓰레기 무단투기,환경,환경관리과,윤주무관,완료,보통,온라인,광명시,,2026-05-07 12:15:17,2026-05-16 12:15:17,2026-05-23 12:15:17
2026-103234,불법건축물 신고,건축/주택,건축과,강주무관,완료,보통,이메일,고양시,3,2026-05-07 12:39:25,2026-05-19 12:39:25,2026-05-21 12:39:25
2026-100587,장애인 편의 요청,복지,사회복지과,최주무관,완료,높음,이메일,안산시,3,2026-05-07 12:41:22,2026-05-13 12:41:22,2026-05-13 12:41:22
2026-103291,신호등 고장 신고,도로/교통,도로관리과,윤주무관,반려,보통,온라인,이천시,,2026-05-07 13:01:54,2026-05-14 13:01:54,
2026-102978,불법건축물 신고,건축/주택,건축과,윤주무관,처리중,보통,온라인,수원시,,2026-05-07 13:18:05,2026-05-19 13:18:05,
2026-102878,복지급여 문의,복지,사회복지과,이주무관,접수,보통,온라인,광주시,,2026-05-07 13:57:54,2026-05-13 13:57:54,
2026-102461,악취 발생 신고,환경,환경관리과,최주무관,완료,보통,방문,평택시,5,2026-05-07 15:09:01,2026-05-16 15:09:01,2026-05-21 15:09:01
2026-103265,불법건축물 신고,건축/주택,건축과,김주무관,완료,보통,온라인,여주시,4,2026-05-07 15:41:31,2026-05-19 15:41:31,2026-05-27 15:41:31
2026-102370,도서관 운영 건의,문화/체육,문화체육과,박주무관,완료,보통,온라인,안산시,4,2026-05-07 15:46:53,2026-05-12 15:46:53,2026-05-13 15:46:53
2026-101250,신호등 고장 신고,도로/교통,도로관리과,최주무관,완료,높음,전화,이천시,4,2026-05-07 18:37:45,2026-05-14 18:37:45,2026-05-18 18:37:45
2026-101604,노후축대 점검요청,안전,안전총괄과,김주무관,완료,낮음,온라인,안양시,2,2026-05-07 21:20:31,2026-05-15 21:20:31,2026-05-13 21:20:31
2026-103667,화재위험 신고,안전,안전총괄과,박주무관,완료,보통,온라인,평택시,4,2026-05-07 23:39:01,2026-05-15 23:39:01,2026-05-08 23:39:01
2026-100828,도로 파손 신고,도로/교통,도로관리과,조주무관,완료,보통,온라인,부천시,2,2026-05-08 06:02:36,2026-05-15 06:02:36,2026-05-12 06:02:36
2026-100834,불법건축물 신고,건축/주택,건축과,박주무관,접수,낮음,전화,화성시,,2026-05-08 09:26:54,2026-05-20 09:26:54,
2026-102849,행정서류 재발급,행정,민원행정과,윤주무관,완료,보통,전화,광주시,5,2026-05-08 09:28:22,2026-05-11 09:28:22,2026-05-12 09:28:22
2026-103849,신호등 고장 신고,도로/교통,도로관리과,이주무관,완료,높음,전화,남양주시,5,2026-05-08 09:38:45,2026-05-15 09:38:45,2026-05-11 09:38:45
2026-100761,재난위험시설 신고,안전,안전총괄과,김주무관,완료,낮음,이메일,김포시,4,2026-05-08 10:18:22,2026-05-16 10:18:22,2026-05-10 10:18:22
2026-101759,불법 주정차 신고,도로/교통,도로관리과,김주무관,완료,높음,전화,성남시,,2026-05-08 11:44:29,2026-05-15 11:44:29,2026-05-18 11:44:29
2026-102222,악취 발생 신고,환경,환경관리과,최주무관,완료,높음,온라인,고양시,1,2026-05-08 13:32:29,2026-05-17 13:32:29,2026-05-15 13:32:29
2026-103306,쓰레기 무단투기,환경,환경관리과,조주무관,접수,높음,온라인,안산시,,2026-05-08 15:32:19,2026-05-17 15:32:19,
2026-100530,도로 파손 신고,도로/교통,도로관리과,조주무관,완료,낮음,온라인,성남시,3,2026-05-08 15:45:18,2026-05-15 15:45:18,2026-05-16 15:45:18
2026-101305,악취 발생 신고,환경,환경관리과,강주무관,접수,낮음,전화,남양주시,,2026-05-08 16:11:34,2026-05-17 16:11:34,
2026-102033,소음 공해 민원,환경,환경관리과,김주무관,완료,보통,온라인,군포시,5,2026-05-08 16:19:33,2026-05-17 16:19:33,2026-05-16 16:19:33
2026-103283,소음 공해 민원,환경,환경관리과,강주무관,완료,보통,이메일,연천군,,2026-05-08 16:54:54,2026-05-17 16:54:54,2026-05-17 16:54:54
2026-100740,소음 공해 민원,환경,환경관리과,박주무관,완료,보통,온라인,고양시,4,2026-05-08 17:44:15,2026-05-17 17:44:15,2026-05-20 17:44:15
2026-100614,쓰레기 무단투기,환경,환경관리과,박주무관,접수,보통,온라인,고양시,,2026-05-08 21:34:10,2026-05-17 21:34:10,
2026-102331,도로 파손 신고,도로/교통,도로관리과,조주무관,처리중,높음,방문,수원시,,2026-05-09 07:20:27,2026-05-16 07:20:27,
2026-101689,불법건축물 신고,건축/주택,건축과,박주무관,완료,보통,온라인,양평군,4,2026-05-09 08:01:35,2026-05-21 08:01:35,2026-05-26 08:01:35
2026-101946,복지급여 문의,복지,사회복지과,정주무관,완료,보통,온라인,안산시,2,2026-05-09 08:09:35,2026-05-15 08:09:35,2026-05-11 08:09:35
2026-102940,주택 누수 하자,건축/주택,건축과,강주무관,처리중,보통,방문,부천시,,2026-05-09 08:39:13,2026-05-21 08:39:13,
2026-102751,쓰레기 무단투기,환경,환경관리과,박주무관,완료,보통,방문,하남시,2,2026-05-09 11:21:47,2026-05-18 11:21:47,2026-05-18 11:21:47
2026-101422,신호등 고장 신고,도로/교통,도로관리과,최주무관,완료,보통,온라인,연천군,,2026-05-09 14:31:01,2026-05-16 14:31:01,2026-05-15 14:31:01
2026-101980,도서관 운영 건의,문화/체육,문화체육과,윤주무관,완료,보통,이메일,고양시,,2026-05-09 17:49:08,2026-05-14 17:49:08,2026-05-17 17:49:08
2026-103718,노인돌봄 신청,복지,사회복지과,김주무관,접수,낮음,전화,하남시,,2026-05-10 17:01:35,2026-05-16 17:01:35,
2026-101644,불법건축물 신고,건축/주택,건축과,조주무관,완료,보통,온라인,평택시,4,2026-05-11 09:52:24,2026-05-23 09:52:24,2026-05-25 09:52:24
2026-100658,신호등 고장 신고,도로/교통,도로관리과,박주무관,완료,보통,온라인,수원시,2,2026-05-11 11:28:40,2026-05-18 11:28:40,2026-05-24 11:28:40
2026-100945,화재위험 신고,안전,안전총괄과,박주무관,완료,낮음,이메일,여주시,1,2026-05-11 11:49:17,2026-05-19 11:49:17,2026-05-27 11:49:17
2026-100914,체육시설 예약,문화/체육,문화체육과,최주무관,처리중,낮음,방문,안산시,,2026-05-11 12:36:01,2026-05-16 12:36:01,
2026-100857,악취 발생 신고,환경,환경관리과,최주무관,처리중,보통,온라인,고양시,,2026-05-11 14:24:08,2026-05-20 14:24:08,
2026-103652,화재위험 신고,안전,안전총괄과,윤주무관,처리중,보통,온라인,성남시,,2026-05-11 15:24:28,2026-05-19 15:24:28,
2026-103398,행정서류 재발급,행정,민원행정과,정주무관,접수,보통,전화,수원시,,2026-05-11 16:19:23,2026-05-14 16:19:23,
2026-101442,노인돌봄 신청,복지,사회복지과,박주무관,보류,보통,이메일,남양주시,,2026-05-11 21:42:05,2026-05-17 21:42:05,
2026-102361,불법건축물 신고,건축/주택,건축과,강주무관,처리중,보통,온라인,성남시,,2026-05-12 07:58:21,2026-05-24 07:58:21,
2026-100078,노인돌봄 신청,복지,사회복지과,김주무관,완료,낮음,이메일,가평군,,2026-05-12 10:36:22,2026-05-18 10:36:22,2026-05-19 10:36:22
2026-100672,체육시설 예약,문화/체육,문화체육과,최주무관,완료,보통,온라인,수원시,4,2026-05-12 11:11:00,2026-05-17 11:11:00,2026-05-17 11:11:00
